SORA_Publication_Date,SORA,SORA_Index,Compound_SORA_1M,Compound_SORA_3M,Compound_SORA_6M
2017-01-04,0.2354,0.9689525822,0.2527,0.1478,0.14
2017-01-05,0.1257,0.9689559192,0.2551,0.1488,0.1399
2017-01-06,0.104,0.96895868,0.2554,0.1494,0.1399
2017-01-09,0.1122,0.9689676157,0.2569,0.1498,0.1403
2017-01-10,0.0523,0.9689690041,0.2549,0.149,0.1402
2017-01-11,0.0301,0.9689698032,0.2521,0.1485,0.1399
2017-01-12,0.0378,0.9689708066,0.2496,0.1476,0.1398
2017-01-13,0.0555,0.96897228,0.2462,0.147,0.1398
2017-01-16,0.1292,0.9689825697,0.2218,0.149,0.1405
2017-01-17,0.1119,0.9689855404,0.2174,0.1493,0.1405
2017-01-18,0.1605,0.9689898012,0.2146,0.1507,0.1407
2017-01-19,0.1319,0.9689933029,0.2108,0.1518,0.1411
2017-01-20,0.0983,0.9689959125,0.202,0.1523,0.1413
2017-01-23,0.0598,0.9690006752,0.1875,0.1502,0.1368
2017-01-24,0.0799,0.9690027964,0.1834,0.1493,0.1354
2017-01-25,0.0865,0.9690050928,0.1795,0.1482,0.1339
2017-01-26,0.0685,0.9690069113,0.1751,0.148,0.1309
2017-01-27,0.1849,0.9690118201,0.1744,0.1493,0.1276
2017-01-31,0.5198,0.9690670192,0.1911,0.1681,0.126
2017-02-01,0.1388,0.9690707043,0.1808,0.1688,0.1248
2017-02-02,0.1208,0.9690739116,0.1699,0.1693,0.1244
2017-02-03,0.2009,0.9690792455,0.1615,0.1706,0.1251
2017-02-06,0.4127,0.9691121172,0.1864,0.182,0.1315
2017-02-07,0.3364,0.9691210489,0.1937,0.1848,0.1332
2017-02-08,0.1171,0.9691241581,0.1938,0.1855,0.1338
2017-02-09,0.1515,0.9691281806,0.1951,0.1863,0.1345
2017-02-10,0.338,0.969137155,0.2043,0.189,0.1363
2017-02-13,0.5471,0.9691807343,0.2533,0.2051,0.1449
2017-02-14,0.6944,0.9691991726,0.2715,0.2123,0.1486
2017-02-15,0.3852,0.969209401,0.2798,0.2154,0.1506
2017-02-16,0.1524,0.9692134478,0.2805,0.2162,0.1511
2017-02-17,0.0975,0.9692160368,0.2801,0.2165,0.1513
2017-02-20,0.1687,0.9692294757,0.2838,0.2203,0.1524
2017-02-21,0.156,0.9692336182,0.2869,0.2215,0.1528
2017-02-22,0.5143,0.9692472751,0.3016,0.2259,0.1552
2017-02-23,0.6109,0.9692634973,0.3194,0.2316,0.1582
2017-02-24,0.5746,0.9692787559,0.3353,0.2371,0.1609
2017-02-27,0.2226,0.9692964898,0.3459,0.2365,0.1629
2017-02-28,0.3106,0.9693047381,0.3391,0.2364,0.1635
2017-03-01,0.4731,0.9693173018,0.3317,0.2413,0.163
2017-03-02,0.305,0.9693254016,0.3383,0.2442,0.1641
2017-03-03,0.1629,0.9693297277,0.3369,0.2455,0.1646
2017-03-06,0.183,0.9693443075,0.3123,0.2494,0.1663
2017-03-07,0.2365,0.9693505883,0.3088,0.2507,0.1673
2017-03-08,0.1343,0.969354155,0.3094,0.2515,0.1679
2017-03-09,0.0555,0.969355629,0.3059,0.2509,0.1681
2017-03-10,0.1194,0.9693588,0.2981,0.251,0.1686
2017-03-13,0.1532,0.9693710059,0.2559,0.2517,0.1707
2017-03-14,0.1035,0.9693737547,0.2348,0.2486,0.171
2017-03-15,0.1423,0.9693775339,0.2261,0.246,0.1714
2017-03-16,0.1113,0.9693804898,0.2247,0.243,0.1718
2017-03-17,0.3634,0.9693901411,0.2342,0.2442,0.1736
2017-03-20,0.4885,0.9694290628,0.2684,0.2509,0.1809
2017-03-21,0.6229,0.9694456069,0.2851,0.2545,0.1841
2017-03-22,0.343,0.969454717,0.279,0.2558,0.1857
2017-03-23,0.3168,0.9694631313,0.2685,0.2582,0.1872
2017-03-24,0.1248,0.9694664461,0.2524,0.2572,0.1876
2017-03-27,0.2633,0.9694874264,0.2568,0.2592,0.191
2017-03-28,0.2306,0.9694935515,0.2539,0.2585,0.1918
2017-03-29,0.195,0.9694987309,0.2519,0.2562,0.1922
2017-03-30,0.4827,0.9695115522,0.2596,0.257,0.1938
2017-03-31,0.4343,0.9695230881,0.2652,0.2567,0.1952
2017-04-03,0.5687,0.969568406,0.2899,0.2604,0.2025
2017-04-04,0.6962,0.9695868995,0.3065,0.2655,0.2061
2017-04-05,0.3758,0.9695968823,0.3127,0.2683,0.2079
2017-04-06,0.3076,0.9696050534,0.3167,0.2705,0.2094
2017-04-07,0.2147,0.9696107568,0.316,0.2717,0.2102
2017-04-10,0.1849,0.9696254923,0.3239,0.2748,0.2113
2017-04-11,0.2675,0.9696325984,0.3276,0.2774,0.2123
2017-04-12,0.3735,0.9696425206,0.3347,0.2811,0.2137
2017-04-13,0.4849,0.9696554022,0.3454,0.2859,0.2157
2017-04-17,0.7076,0.9697305943,0.4135,0.3118,0.2297
2017-04-18,0.4296,0.9697420079,0.4116,0.3148,0.2319
2017-04-19,0.3628,0.9697516469,0.4076,0.3174,0.2337
2017-04-20,0.247,0.9697582093,0.3998,0.319,0.2348
2017-04-21,0.362,0.9697678272,0.3913,0.3224,0.2365
2017-04-24,0.4809,0.9698061583,0.4126,0.3362,0.2418
2017-04-25,0.4397,0.9698178411,0.4183,0.3402,0.2432
2017-04-26,0.4835,0.9698306879,0.4254,0.3448,0.2454
2017-04-27,0.5996,0.9698466197,0.4362,0.3494,0.2483
2017-04-28,0.3922,0.9698570409,0.4414,0.348,0.2501
2017-05-02,0.4526,0.9699051458,0.4415,0.3518,0.2591
2017-05-03,0.446,0.9699169972,0.4374,0.3545,0.2611
2017-05-04,0.512,0.9699306026,0.4313,0.3557,0.2637
2017-05-05,0.3957,0.9699411177,0.432,0.3555,0.2655
2017-05-08,0.469,0.969978507,0.4553,0.3615,0.2721
2017-05-09,0.4946,0.9699916509,0.4656,0.3654,0.2744
2017-05-11,0.4974,0.9700180878,0.4837,0.3666,0.279
2017-05-12,0.505,0.9700315086,0.4881,0.3662,0.2816
2017-05-15,0.5746,0.9700773206,0.4822,0.3673,0.2902
2017-05-16,0.5159,0.970091032,0.4758,0.3713,0.2926
2017-05-17,0.7252,0.9701103062,0.4764,0.3784,0.2962
2017-05-18,0.582,0.9701257748,0.4815,0.383,0.2991
2017-05-19,0.5199,0.9701395931,0.4867,0.387,0.3017
2017-05-22,0.5588,0.9701841504,0.5063,0.3964,0.3099
2017-05-23,0.5613,0.97019907,0.509,0.3959,0.3125
2017-05-24,0.4187,0.9702101994,0.5069,0.3941,0.3144
2017-05-25,0.4127,0.9702211694,0.506,0.3962,0.3163
2017-05-26,0.3323,0.9702300024,0.5009,0.3975,0.3163
2017-05-29,0.4495,0.9702658478,0.4977,0.4021,0.3192
2017-05-30,0.3589,0.9702753883,0.4946,0.4017,0.3198
2017-05-31,0.4404,0.9702870954,0.4929,0.4021,0.3205
2017-06-01,0.4503,0.9702990658,0.4928,0.4018,0.3226
2017-06-02,0.3647,0.9703087608,0.49,0.4025,0.3243
2017-06-05,0.5698,0.9703542031,0.5014,0.4153,0.3329
2017-06-06,0.6237,0.9703707842,0.5064,0.4201,0.3358
2017-06-07,0.711,0.9703896865,0.5142,0.4253,0.3391
2017-06-08,0.8227,0.9704115588,0.5257,0.4328,0.3433
2017-06-09,0.4644,0.9704239057,0.5247,0.4372,0.3452
2017-06-12,0.2618,0.9704447871,0.5016,0.4411,0.3477
2017-06-13,0.2335,0.9704509953,0.4906,0.442,0.3481
2017-06-14,0.0917,0.9704534334,0.475,0.4419,0.3464
2017-06-15,0.1126,0.9704564271,0.4601,0.4416,0.345
2017-06-16,0.1495,0.970460402,0.4483,0.442,0.3437
2017-06-19,0.1433,0.9704718322,0.4032,0.4321,0.342
2017-06-20,0.1576,0.9704760225,0.3903,0.4285,0.3408
2017-06-21,0.1526,0.9704800799,0.3772,0.4234,0.34
2017-06-22,0.276,0.9704874183,0.368,0.4226,0.3403
2017-06-23,0.4513,0.9704994178,0.3645,0.4241,0.3422
2017-06-27,1.1334,0.9706199618,0.4587,0.4635,0.3626
2017-06-28,0.73,0.9706393742,0.4678,0.4689,0.365
2017-06-29,0.9212,0.9706638715,0.483,0.4768,0.3679
2017-06-30,1.1955,0.9706956641,0.51,0.4846,0.3722
2017-07-03,0.8239,0.9707613975,0.5486,0.4935,0.3778
2017-07-04,0.8275,0.9707834058,0.5572,0.495,0.381
2017-07-05,1.214,0.9708156944,0.5786,0.5042,0.3871
2017-07-06,1.2275,0.970848343,0.5988,0.5143,0.3933
2017-07-07,0.9298,0.9708730744,0.6061,0.5222,0.3978
2017-07-10,1.1808,0.9709672996,0.6725,0.5551,0.4159
2017-07-11,1.1877,0.9709988946,0.7034,0.5652,0.4223
2017-07-12,1.068,0.9710273063,0.7303,0.5728,0.428
2017-07-13,0.9984,0.9710538672,0.7558,0.5785,0.4332
2017-07-14,0.5523,0.9710685607,0.7712,0.5768,0.4356
2017-07-17,0.3909,0.97109976,0.7968,0.5663,0.44
2017-07-18,0.3072,0.9711079332,0.8023,0.565,0.4408
2017-07-19,0.2644,0.9711149677,0.8063,0.5639,0.4415
2017-07-20,0.4248,0.9711262699,0.8152,0.5658,0.4433
2017-07-21,0.5738,0.9711415365,0.8293,0.5682,0.4462
2017-07-24,0.6979,0.9711972428,0.837,0.5753,0.4567
2017-07-25,0.7706,0.9712177471,0.8249,0.579,0.4605
2017-07-26,0.78,0.9712385018,0.8131,0.5822,0.4644
2017-07-27,0.7354,0.9712580703,0.7999,0.5837,0.4675
2017-07-28,0.5795,0.9712734907,0.7948,0.5858,0.4678
2017-07-31,0.7337,0.9713320625,0.7719,0.5935,0.4713
2017-08-01,0.986,0.9713583017,0.7772,0.5993,0.476
2017-08-02,0.8904,0.9713819976,0.7793,0.6041,0.4803
2017-08-03,0.9353,0.9714068889,0.7829,0.6094,0.4844
2017-08-04,0.6009,0.9714228812,0.7756,0.6104,0.4854
2017-08-07,0.6899,0.9714779649,0.7336,0.6184,0.4904
2017-08-08,0.4968,0.9714911876,0.7115,0.6187,0.4925
2017-08-10,0.4332,0.9715142479,0.6632,0.6173,0.4946
2017-08-11,0.3925,0.971524695,0.6376,0.6162,0.4938
2017-08-14,0.4601,0.9715614346,0.5976,0.6132,0.4915
2017-08-15,0.6628,0.9715790771,0.6064,0.6142,0.493
2017-08-16,0.7048,0.9715978379,0.6165,0.6162,0.4961
2017-08-17,0.7716,0.9716183772,0.6288,0.6167,0.4998
2017-08-18,0.6699,0.9716362097,0.6405,0.6177,0.5026
2017-08-21,0.8218,0.9717018391,0.6793,0.6267,0.5135
2017-08-22,0.8527,0.9717245396,0.6843,0.6299,0.5154
2017-08-23,0.9036,0.9717485958,0.691,0.6336,0.517
2017-08-24,0.9766,0.9717745961,0.6999,0.6397,0.5193
2017-08-25,1.0179,0.9718016966,0.7079,0.6463,0.5237
2017-08-28,1.2455,0.9719011798,0.7609,0.6736,0.5402
2017-08-29,1.137,0.9719314552,0.7739,0.6811,0.5435
2017-08-30,0.5851,0.9719470354,0.7691,0.6835,0.5437
2017-08-31,0.2874,0.9719546885,0.7547,0.6819,0.5423
2017-09-04,0.5189,0.9720099594,0.7116,0.6832,0.5475
2017-09-05,0.8749,0.9720332583,0.7175,0.6865,0.5513
2017-09-06,0.8973,0.9720571544,0.7242,0.6895,0.5552
2017-09-07,0.7411,0.9720768911,0.7259,0.6898,0.5579
2017-09-08,0.5901,0.9720926068,0.7289,0.6873,0.5604
2017-09-11,0.7084,0.9721492066,0.7569,0.6997,0.5702
2017-09-12,0.8189,0.9721710174,0.7684,0.7057,0.5738
2017-09-13,0.7175,0.9721901278,0.7768,0.711,0.5769
2017-09-14,0.4524,0.9722021777,0.7765,0.7149,0.5788
2017-09-15,0.3192,0.9722106798,0.7654,0.7172,0.5798
2017-09-18,0.2772,0.9722328302,0.723,0.7215,0.579
2017-09-19,0.5204,0.9722466918,0.7133,0.7256,0.5792
2017-09-20,0.5091,0.9722602527,0.7032,0.7294,0.5793
2017-09-21,0.6871,0.9722785551,0.6988,0.7352,0.5797
2017-09-22,0.6471,0.9722957924,0.6922,0.7393,0.5813
2017-09-25,0.7077,0.9723523481,0.6672,0.7328,0.5891
2017-09-26,0.59,0.9723680656,0.646,0.7269,0.5909
2017-09-27,0.5617,0.9723830294,0.6239,0.7207,0.5925
2017-09-28,0.6652,0.9724007507,0.6052,0.7199,0.5948
2017-09-29,0.5562,0.9724155685,0.5865,0.716,0.5968
2017-10-02,0.5979,0.9724633554,0.6021,0.7045,0.5986
2017-10-03,0.5872,0.9724790001,0.6044,0.702,0.5987
2017-10-04,0.5746,0.9724943093,0.6063,0.6992,0.5981
2017-10-05,0.3605,0.9725039144,0.5891,0.6899,0.598
2017-10-06,0.4652,0.9725163091,0.5747,0.6816,0.5989
2017-10-09,0.6093,0.9725650122,0.5676,0.6657,0.6057
2017-10-10,0.6312,0.9725818309,0.5651,0.6597,0.6081
2017-10-11,0.5824,0.9725973496,0.5609,0.6531,0.6098
2017-10-12,0.6725,0.9726152694,0.556,0.6488,0.6115
2017-10-13,0.6971,0.972633845,0.5553,0.6455,0.6127
2017-10-16,0.6888,0.9726889094,0.5892,0.6535,0.6123
2017-10-17,0.6978,0.9727075051,0.6033,0.6568,0.6123
2017-10-19,0.6918,0.9727443773,0.6228,0.6657,0.6155
2017-10-20,1.011,0.972771321,0.6395,0.6721,0.6197
2017-10-23,1.3715,0.9728809777,0.7087,0.6954,0.635
2017-10-24,1.4066,0.9729184696,0.732,0.7031,0.6401
2017-10-25,1.2133,0.9729508105,0.7488,0.708,0.6443
2017-10-26,1.3334,0.9729863538,0.7736,0.714,0.649
2017-10-27,1.1275,0.9730164098,0.7925,0.7182,0.6519
2017-10-30,1.1225,0.9731061805,0.8441,0.7326,0.6632
2017-10-31,1.1744,0.9731374905,0.8548,0.7374,0.666
2017-11-01,1.0968,0.9731667327,0.8709,0.7386,0.6695
2017-11-02,1.04,0.9731944612,0.8852,0.7403,0.6727
2017-11-03,0.7605,0.9732147384,0.8908,0.7384,0.6745
2017-11-06,0.8203,0.9732803544,0.925,0.7436,0.6804
2017-11-07,0.7117,0.973299332,0.9283,0.7438,0.6817
2017-11-08,0.7264,0.973318702,0.9321,0.7463,0.6831
2017-11-09,0.8014,0.9733400723,0.9383,0.7503,0.6848
2017-11-10,0.8199,0.9733619365,0.9444,0.7545,0.6865
2017-11-13,1.0026,0.9734421468,0.9785,0.773,0.6943
2017-11-14,0.6976,0.9734607516,0.9788,0.7756,0.695
2017-11-15,0.6693,0.9734786019,0.9781,0.7757,0.6955
2017-11-16,0.5585,0.9734934975,0.9739,0.7741,0.6958
2017-11-17,0.543,0.9735079799,0.9689,0.7716,0.6948
2017-11-20,0.5547,0.9735523638,0.9454,0.7645,0.6948
2017-11-21,0.49,0.9735654334,0.9169,0.7609,0.6944
2017-11-22,0.2509,0.9735721257,0.8807,0.7543,0.6927
2017-11-23,0.1709,0.9735766841,0.842,0.7464,0.6906
2017-11-24,0.3673,0.9735864813,0.8084,0.7397,0.6903
2017-11-27,0.5353,0.9736293164,0.7417,0.719,0.6926
2017-11-28,0.6674,0.9736471191,0.727,0.7127,0.6937
2017-11-29,0.7853,0.9736680672,0.7161,0.7089,0.6956
2017-11-30,1.1968,0.9736999929,0.7185,0.7155,0.7001
2017-12-01,1.2592,0.9737335842,0.7087,0.7284,0.706
2017-12-04,1.2101,0.973830432,0.7424,0.7512,0.7177
2017-12-05,0.992,0.9738568988,0.7481,0.7525,0.72
2017-12-06,0.8293,0.9738790254,0.7484,0.7518,0.7211
2017-12-07,0.7437,0.9738988685,0.7494,0.7518,0.7213
2017-12-08,0.7247,0.9739182051,0.7494,0.7533,0.7207
2017-12-11,0.782,0.9739808027,0.7401,0.7557,0.7282
2017-12-12,0.8323,0.9740030121,0.7344,0.7558,0.7313
2017-12-13,0.9218,0.9740276103,0.7317,0.7581,0.7351
2017-12-14,0.8442,0.9740501384,0.7366,0.7624,0.7392
2017-12-15,0.755,0.9740702866,0.7395,0.7672,0.7427
2017-12-18,0.7399,0.9741295234,0.7583,0.7825,0.7525
2017-12-19,0.8309,0.9741516988,0.7675,0.7859,0.7563
2017-12-20,0.9375,0.9741767199,0.7803,0.7906,0.7606
2017-12-21,0.931,0.974201568,0.795,0.7933,0.7648
2017-12-22,1.0005,0.9742282718,0.82,0.7972,0.7688
2017-12-26,1.2709,0.9743639591,0.9359,0.8233,0.7756
2017-12-27,1.196,0.9743958862,0.9579,0.8303,0.7759
2017-12-28,0.9589,0.9744214848,0.9676,0.8335,0.7772
2017-12-29,0.759,0.9744417475,0.9668,0.8358,0.7763
2018-01-02,0.8605,0.9745336386,0.9283,0.8446,0.7753
2018-01-03,0.7915,0.9745547713,0.9148,0.8468,0.7752
2018-01-04,1.0355,0.9745824193,0.9092,0.8519,0.7763
2018-01-05,0.6058,0.9745985947,0.8967,0.8545,0.773
2018-01-08,0.3425,0.9746260303,0.8557,0.8474,0.7604
2018-01-09,0.0458,0.9746272533,0.832,0.8413,0.7542
2018-01-10,0.056,0.9746287486,0.8085,0.835,0.748
2018-01-11,0.1294,0.9746322039,0.7875,0.8301,0.7423
2018-01-12,0.066,0.9746339662,0.7627,0.8234,0.7368
2018-01-15,0.4538,0.9746703187,0.7253,0.8157,0.7336
2018-01-16,0.1639,0.9746746954,0.7067,0.81,0.7324
2018-01-17,0.0973,0.9746772937,0.686,0.8034,0.7308
2018-01-18,0.138,0.9746809787,0.6665,0.7974,0.7299
2018-01-19,0.0868,0.9746832966,0.6425,0.7908,0.7289
2018-01-22,0.6715,0.9747370911,0.6149,0.7719,0.7306
2018-01-23,0.6374,0.974754113,0.5945,0.7639,0.7303
2018-01-24,0.1786,0.9747588826,0.5592,0.7505,0.7275
2018-01-25,0.1183,0.9747620419,0.5221,0.7386,0.7239
2018-01-26,0.0602,0.9747636496,0.483,0.7247,0.72
2018-01-29,0.1977,0.9747794888,0.4081,0.6944,0.7121
2018-01-30,0.2863,0.9747871348,0.3896,0.6853,0.7096
2018-01-31,0.6653,0.9748049026,0.3833,0.6798,0.7092
2018-02-01,0.8294,0.9748270534,0.3823,0.6769,0.7084
2018-02-02,0.7742,0.9748477304,0.3795,0.674,0.7078
2018-02-05,0.9899,0.9749270456,0.3968,0.6802,0.7118
2018-02-06,0.5491,0.9749417123,0.4035,0.6772,0.711
2018-02-07,0.6143,0.9749581207,0.4122,0.6762,0.7106
2018-02-08,0.6509,0.974975507,0.4222,0.6753,0.7115
2018-02-09,0.8123,0.9749972049,0.4469,0.6755,0.7135
2018-02-12,1.3314,0.975103899,0.5677,0.6882,0.7283
2018-02-13,1.391,0.9751410598,0.598,0.6924,0.7334
2018-02-14,1.1126,0.9751707842,0.6192,0.6969,0.7369
2018-02-15,0.6005,0.9751868278,0.624,0.6962,0.7366
2018-02-19,0.5852,0.975249368,0.6838,0.6976,0.7332
2018-02-20,0.7581,0.9752696238,0.6866,0.6998,0.7328
2018-02-21,0.916,0.975294099,0.6945,0.7045,0.7333
2018-02-22,1.1141,0.9753238682,0.7088,0.7139,0.7348
2018-02-23,1.2325,0.9753568021,0.728,0.7254,0.7366
2018-02-26,1.5934,0.9754845391,0.8708,0.7618,0.745
2018-02-27,1.6497,0.9755286283,0.9176,0.7739,0.7472
2018-02-28,1.5178,0.9755691943,0.9603,0.7832,0.7487
2018-03-01,0.5943,0.9755850787,1.0137,0.7711,0.7503
2018-03-02,0.3726,0.9755950377,0.9993,0.7618,0.7495
2018-03-05,0.5802,0.9756415615,0.9554,0.7432,0.7486
2018-03-06,0.8453,0.9756641563,0.966,0.7434,0.7483
2018-03-07,0.7439,0.9756840411,0.9706,0.7434,0.7483
2018-03-08,0.9541,0.9757095453,0.9814,0.7459,0.7503
2018-03-09,0.8161,0.975731361,0.9816,0.7463,0.7509
2018-03-12,0.8321,0.9757980931,0.928,0.7474,0.7524
2018-03-13,0.7758,0.9758188334,0.906,0.7458,0.7527
2018-03-14,0.5956,0.9758347567,0.8876,0.743,0.7535
2018-03-15,0.5853,0.9758504048,0.887,0.7412,0.755
2018-03-16,0.5777,0.97586585,0.8868,0.7393,0.7566
2018-03-19,0.2856,0.9758887574,0.8546,0.7232,0.7554
2018-03-20,0.5764,0.9759041684,0.8481,0.7191,0.7558
2018-03-21,0.671,0.975922109,0.8394,0.7163,0.7557
2018-03-22,0.9127,0.9759465124,0.8322,0.7153,0.7572
2018-03-23,0.7604,0.9759668442,0.8153,0.7096,0.7575
2018-03-26,0.7599,0.9760278007,0.726,0.6925,0.759
2018-03-27,0.6705,0.9760457302,0.691,0.6867,0.7596
2018-03-28,0.7152,0.9760648553,0.6623,0.684,0.7599
2018-03-29,0.5858,0.9760805205,0.6597,0.682,0.76
2018-04-02,0.7834,0.976164319,0.6871,0.6786,0.7632
2018-04-03,0.6773,0.9761824329,0.6902,0.6773,0.7637
2018-04-04,0.5953,0.976198354,0.6907,0.6724,0.7639
2018-04-05,0.4255,0.9762097341,0.6857,0.6704,0.7642
2018-04-06,0.1524,0.9762138101,0.6633,0.6683,0.7625
2018-04-09,0.1727,0.976227667,0.5989,0.666,0.7553
2018-04-10,0.1867,0.9762326604,0.5781,0.6674,0.7528
2018-04-11,0.2671,0.9762398043,0.5598,0.6689,0.7511
2018-04-12,0.2775,0.9762472264,0.5419,0.6713,0.7489
2018-04-13,0.2905,0.9762549963,0.5263,0.6695,0.7467
2018-04-16,0.3699,0.9762846771,0.5053,0.6699,0.7414
2018-04-17,0.3521,0.9762940949,0.5075,0.6727,0.7395
2018-04-18,0.3924,0.9763045907,0.5109,0.6756,0.7378
2018-04-19,0.4361,0.9763162556,0.5158,0.6795,0.7364
2018-04-20,1.0692,0.976344855,0.5317,0.6839,0.7367
2018-04-23,1.3329,0.9764518169,0.5851,0.7063,0.7361
2018-04-24,1.1291,0.9764820227,0.597,0.7169,0.7346
2018-04-25,0.8744,0.9765054154,0.6007,0.7253,0.7327
2018-04-26,0.8638,0.9765285252,0.604,0.7343,0.7301
2018-04-27,0.9956,0.9765551617,0.6145,0.7432,0.7294
2018-04-30,1.756,0.9766961067,0.7173,0.7942,0.7399
2018-05-02,1.4725,0.9767749113,0.761,0.8108,0.7419
2018-05-03,1.1115,0.9768046561,0.7755,0.8121,0.7439
2018-05-04,1.0984,0.9768340513,0.7923,0.8133,0.7454
2018-05-07,1.1747,0.9769283653,0.8848,0.8288,0.7519
2018-05-08,1.3977,0.9769657749,0.9257,0.8372,0.7556
2018-05-09,1.5624,0.9770075944,0.972,0.8456,0.7598
2018-05-10,1.5366,0.9770487251,1.0171,0.8479,0.7638
2018-05-11,0.9983,0.977075448,1.0414,0.8442,0.7638
2018-05-14,0.8759,0.9771457894,1.0978,0.8306,0.7634
2018-05-15,0.9905,0.9771723062,1.1185,0.835,0.7652
2018-05-16,0.7019,0.9771910974,1.1296,0.8363,0.766
2018-05-17,0.6264,0.9772078676,1.1388,0.8368,0.7664
2018-05-18,0.4188,0.9772190801,1.1396,0.8349,0.7657
2018-05-21,0.4564,0.9772557378,1.0906,0.8249,0.7644
2018-05-22,0.6761,0.9772738398,1.0687,0.8199,0.7667
2018-05-23,0.6852,0.9772921858,1.0471,0.8138,0.7696
2018-05-24,1.2815,0.9773264981,1.0522,0.8103,0.7747
2018-05-25,1.0365,0.9773542515,1.0576,0.804,0.7774
2018-05-28,1.4118,0.9774676621,1.0783,0.7981,0.7913
2018-05-30,1.5135,0.9775487249,1.0621,0.8139,0.7971
2018-05-31,1.5544,0.9775903551,1.078,0.822,0.8013
2018-06-01,1.1205,0.9776203658,1.0667,0.8277,0.8005
2018-06-04,0.9958,0.9777003807,1.0442,0.8435,0.797
2018-06-05,1.431,0.9777387119,1.0525,0.8528,0.7994
2018-06-06,1.5185,0.9777793885,1.0636,0.8601,0.8032
2018-06-07,1.4606,0.9778185158,1.0728,0.8679,0.8072
2018-06-08,1.0974,0.9778479146,1.0631,0.8695,0.8092
2018-06-11,1.1256,0.9779383803,1.0399,0.8793,0.8149
2018-06-12,1.0994,0.9779678363,1.0471,0.8822,0.8164
2018-06-13,0.789,0.9779889765,1.0443,0.8823,0.8156
2018-06-14,0.5849,0.9780046484,1.0349,0.8822,0.8142
2018-06-18,0.7504,0.9780850753,1.0434,0.896,0.8144
2018-06-19,0.5232,0.9780990954,1.0456,0.8986,0.8127
2018-06-20,0.4036,0.9781099107,1.0439,0.8967,0.8097
2018-06-21,0.4929,0.9781231192,1.045,0.8948,0.8073
2018-06-22,0.5651,0.9781382627,1.0415,0.891,0.8049
2018-06-25,0.4658,0.9781757107,0.9896,0.8814,0.7916
2018-06-26,0.6866,0.9781941111,0.9662,0.8806,0.7883
2018-06-27,0.9323,0.9782190966,0.9507,0.8834,0.7869
2018-06-28,0.8223,0.9782411347,0.9317,0.8846,0.7861
2018-06-29,0.8296,0.9782633689,0.9096,0.8872,0.7865
2018-07-02,1.3426,0.9783713209,0.9014,0.9068,0.7941
2018-07-03,0.9918,0.9783979058,0.9012,0.9103,0.7952
2018-07-04,0.916,0.9784224596,0.8986,0.9138,0.7946
2018-07-05,0.8344,0.9784448266,0.8787,0.9183,0.7958
2018-07-06,0.8786,0.978468379,0.8573,0.9263,0.7988
2018-07-09,1.4412,0.9785842832,0.8787,0.9683,0.8187
2018-07-10,1.4302,0.9786226276,0.8888,0.982,0.8264
2018-07-11,1.4064,0.9786603354,0.8982,0.9945,0.8334
2018-07-12,1.3745,0.9786971894,0.9074,1.0066,0.8407
2018-07-13,1.2384,0.9787303954,0.9224,1.017,0.8451
2018-07-16,1.1951,0.9788265335,0.9724,1.0443,0.859
2018-07-17,1.1635,0.9788577353,0.9862,1.0532,0.8649
2018-07-18,0.7706,0.9788784013,0.9868,1.0574,0.8684
2018-07-19,0.8579,0.9789014089,0.998,1.0621,0.8727
2018-07-20,0.9735,0.9789275174,1.017,1.061,0.8744
2018-07-23,1.0492,0.9790119358,1.0712,1.0516,0.8809
2018-07-24,1.4072,0.9790496801,1.1026,1.0547,0.8877
2018-07-25,1.4046,0.9790873561,1.1339,1.0605,0.8948
2018-07-26,0.9908,0.9791139336,1.1441,1.0619,0.9
2018-07-27,1.1911,0.9791458849,1.1527,1.0641,0.9055
2018-07-30,1.4968,0.979266344,1.2026,1.0555,0.9266
2018-07-31,1.5623,0.9793082593,1.2143,1.0611,0.9316
2018-08-01,1.7311,0.9793547053,1.2268,1.0639,0.9366
2018-08-02,1.8083,0.979403225,1.2418,1.0675,0.9424
2018-08-03,1.6714,0.9794480736,1.2638,1.0737,0.9461
2018-08-06,1.8187,0.9795944836,1.3551,1.0955,0.9624
2018-08-07,1.8285,0.9796435573,1.3676,1.1027,0.9691
2018-08-08,1.4463,0.9796823753,1.3677,1.1032,0.9735
2018-08-10,1.3192,0.9797531916,1.3602,1.0982,0.9763
2018-08-13,1.4192,0.9798674765,1.3679,1.1146,0.9774
2018-08-14,1.7705,0.9799150067,1.3865,1.1244,0.9811
2018-08-15,1.4315,0.9799534382,1.3941,1.1292,0.9857
2018-08-16,1.6876,0.979998747,1.41,1.1399,0.9918
2018-08-17,1.0175,0.9800260661,1.4053,1.1442,0.9942
2018-08-20,0.8028,0.9800907317,1.3991,1.1559,0.9969
2018-08-21,0.7479,0.9801108142,1.3893,1.1591,0.9959
2018-08-23,1.224,0.9801765487,1.4006,1.1709,0.9965
2018-08-24,1.1864,0.9802084085,1.3935,1.1699,0.9942
2018-08-27,1.546,0.9803329621,1.4275,1.1784,0.9931
2018-08-28,1.5029,0.9803733276,1.4277,1.1794,0.9931
2018-08-29,1.3932,0.9804107484,1.4243,1.1781,0.9953
2018-08-30,1.358,0.980447225,1.4198,1.1764,0.9973
2018-08-31,1.1073,0.9804769688,1.4051,1.1715,0.9979
